120,000	120,000	240,000	24,975	91,667	0,648	0,000	11,340	0,033	28,937	0,033	11,340	110,000	0,000	121409,014	121410,014	121412,436	121412,638	121412,748	121412,759	0,000	44049,014	44050,014	44052,436	44052,638	44052,748	44052,759	0,030	0,028	0,029	0,028	25,000	0,000	NaN	0,460	1,000	72,000	369,000	960,000	373,333
250,000	520,000	770,000	25,508	26,923	12,034	4,000	8,232	2,477	28,568	0,402	9,230	140,000	0,000	121421,854	121422,854	121428,228	121428,480	121428,620	121429,010	0,000	44061,854	44062,854	44068,229	44068,480	44068,620	44069,010	0,197	2,476	0,113	0,389	25,000	0,000	2,731	2,792	1,000	58,000	468,000	960,000	373,333
360,000	820,000	1180,000	25,975	28,049	6,360	10,000	11,160	1,759	27,938	1,032	10,281	230,000	0,000	121434,113	121435,113	121438,424	121438,791	121439,021	121439,620	0,000	44074,113	44075,113	44078,424	44078,791	44079,021	44079,620	0,648	1,661	0,331	0,983	25,000	0,000	2,760	2,918	1,000	39,000	442,000	960,000	373,333
370,000	360,000	730,000	24,706	72,222	10,042	2,000	10,935	1,888	27,217	1,753	11,008	260,000	0,000	121444,437	121445,437	121449,706	121450,080	121450,340	121450,451	0,000	44084,437	44085,437	44089,706	44090,080	44090,340	44090,451	0,619	1,801	0,602	1,669	25,000	0,000	2,616	4,001	1,000	87,000	471,000	960,000	373,333
270,000	350,000	620,000	24,841	48,571	9,007	2,000	10,350	1,190	28,030	0,940	9,860	170,000	0,000	121455,796	121456,796	121500,746	121501,020	121501,190	121501,380	0,000	44095,796	44096,796	44100,746	44101,020	44101,190	44101,380	0,480	1,126	0,333	0,900	25,000	0,000	3,857	4,081	1,000	80,000	449,000	960,000	373,333
110,000	540,000	650,000	25,893	44,444	11,172	4,000	10,146	2,815	28,100	0,870	10,582	240,000	0,000	121505,932	121506,932	121509,102	121509,303	121509,543	121509,851	0,000	44105,932	44106,932	44109,102	44109,303	44109,543	44109,851	0,562	2,759	0,293	0,833	25,000	0,000	1,281	4,487	1,000	45,000	475,000	960,000	373,333
30,000	640,000	670,000	24,803	39,062	14,248	5,000	9,904	3,014	27,461	1,509	10,037	250,000	0,000	121514,398	121515,398	121519,795	121519,996	121520,246	121520,640	0,000	44114,398	44115,398	44119,795	44119,996	44120,246	44120,640	0,591	2,956	0,365	1,469	25,000	0,000	0,907	1,573	1,000	88,000	505,000	960,000	373,333
230,000	820,000	1050,000	24,736	28,049	14,282	9,000	10,735	2,355	27,158	1,811	10,642	230,000	0,000	121526,258	121527,258	121531,457	121531,690	121531,920	121532,520	0,000	44126,258	44127,258	44131,457	44131,690	44131,920	44132,520	0,731	2,253	0,620	1,721	25,000	0,000	2,346	3,135	1,000	87,000	480,000	960,000	373,333
250,000	360,000	610,000	24,893	44,444	15,892	2,000	9,516	3,069	27,411	1,559	9,310	160,000	0,000	121537,441	121538,441	121542,173	121542,431	121542,591	121542,800	0,000	44137,441	44138,441	44142,173	44142,431	44142,591	44142,800	0,562	3,013	0,239	1,541	25,000	0,000	3,954	7,075	1,000	87,000	519,000	960,000	373,333
310,000	380,000	690,000	23,707	97,368	16,355	0,000	16,666	3,338	25,633	3,337	16,666	370,000	0,000	121547,343	121548,344	121550,418	121550,731	121551,101	121551,120	0,000	44147,343	44148,344	44150,418	44150,731	44151,101	44151,120	0,534	3,324	0,535	3,323	25,000	0,000	NaN	5,063	1,000	124,000	481,000	960,000	373,333
270,000	350,000	620,000	24,875	48,571	16,010	2,000	9,655	1,697	27,645	1,325	9,876	170,000	0,000	121555,780	121556,780	121559,497	121559,770	121559,940	121600,130	0,000	44155,780	44156,780	44159,497	44159,770	44159,940	44160,131	0,197	1,688	0,199	1,310	25,000	0,000	1,727	1,380	1,000	82,000	480,000	960,000	373,333
250,000	320,000	570,000	24,348	84,375	28,102	1,000	11,656	3,417	25,596	3,374	11,570	270,000	0,000	121604,678	121605,678	121611,122	121611,380	121611,650	121611,711	0,000	44164,678	44165,678	44171,122	44171,380	44171,650	44171,711	0,395	3,406	0,368	3,367	25,000	0,000	0,747	0,219	1,000	105,000	509,000	960,000	373,333
80,000	600,000	680,000	26,110	33,333	17,750	5,000	7,972	4,109	26,438	2,532	8,034	200,000	0,000	121616,351	121617,351	121620,817	121621,018	121621,218	121621,620	0,000	44176,351	44177,351	44180,817	44181,018	44181,218	44181,620	0,478	4,079	0,283	2,514	25,000	0,000	11,131	10,650	1,000	50,000	557,000	960,000	373,333
280,000	430,000	710,000	25,637	46,512	17,227	4,000	9,032	3,998	26,322	2,648	8,902	200,000	0,000	121626,163	121627,163	121630,160	121630,450	121630,650	121630,890	0,000	44186,163	44187,163	44190,160	44190,450	44190,650	44190,890	0,479	3,968	0,253	2,639	25,000	0,000	9,661	12,397	1,000	64,000	541,000	960,000	373,333
250,000	290,000	540,000	25,327	72,414	22,963	2,000	8,519	2,010	27,071	1,899	8,334	210,000	0,000	121636,063	121637,062	121642,627	121642,880	121643,090	121643,180	0,000	44196,063	44197,063	44202,627	44202,880	44203,090	44203,180	0,199	1,998	0,144	1,895	25,000	0,000	1,719	0,399	1,000	65,000	473,000	960,000	373,333
270,000	220,000	490,000	24,722	86,364	32,486	1,000	10,194	2,647	26,351	2,619	10,194	190,000	0,000	121647,721	121648,721	121653,490	121653,770	121653,960	121654,000	0,000	44207,721	44208,721	44213,490	44213,770	44213,960	44214,000	0,311	2,619	0,307	2,592	25,000	0,000	NaN	0,098	1,000	96,000	535,000	960,000	373,333
270,000	210,000	480,000	24,547	71,429	25,151	2,000	10,483	1,910	27,142	1,828	10,402	150,000	0,000	121659,769	121700,770	121705,938	121706,211	121706,361	121706,430	0,000	44219,769	44220,770	44225,938	44226,211	44226,361	44226,430	0,369	1,858	0,287	1,797	25,000	0,000	1,248	2,288	1,000	94,000	482,000	960,000	373,333
260,000	230,000	490,000	24,602	78,261	36,147	1,000	10,916	2,905	26,262	2,708	11,035	180,000	0,000	121711,372	121712,372	121717,632	121717,900	121718,080	121718,141	0,000	44231,372	44232,372	44237,632	44237,900	44238,080	44238,141	0,423	2,878	0,403	2,684	25,000	0,000	1,438	3,470	1,000	98,000	522,000	960,000	373,333
330,000	340,000	670,000	25,692	55,882	9,027	3,000	10,408	0,746	28,268	0,702	10,183	190,000	0,000	121723,629	121724,629	121728,597	121728,929	121729,120	121729,280	0,000	44243,629	44244,629	44248,597	44248,930	44249,120	44249,281	0,367	0,676	0,290	0,648	25,000	0,000	0,235	0,131	1,000	49,000	441,000	960,000	373,333
290,000	430,000	720,000	25,261	48,837	25,717	3,000	12,433	2,376	26,904	2,066	11,888	210,000	0,000	121737,853	121738,853	121743,970	121744,272	121744,481	121744,710	0,000	44257,853	44258,853	44263,970	44264,272	44264,482	44264,710	0,565	2,308	0,350	2,040	25,000	0,000	0,102	0,394	1,000	72,000	508,000	960,000	373,333
340,000	330,000	670,000	25,466	48,485	19,519	2,000	10,305	3,670	26,957	2,012	11,124	160,000	0,000	121749,436	121750,438	121752,660	121753,010	121753,170	121753,350	0,000	44269,436	44270,438	44272,661	44273,010	44273,170	44273,350	0,366	3,661	0,264	1,997	25,000	0,000	0,898	7,945	1,000	66,000	517,000	960,000	373,333
260,000	300,000	560,000	24,986	96,667	29,596	0,000	10,183	3,659	25,314	3,656	10,183	290,000	0,000	121758,847	121759,847	121802,810	121803,080	121803,370	121803,390	0,000	44278,847	44279,847	44282,810	44283,080	44283,370	44283,390	0,226	3,685	0,227	3,682	25,000	0,000	NaN	0,083	1,000	87,000	538,000	960,000	373,333
230,000	330,000	560,000	24,412	84,848	21,376	1,000	12,079	2,659	26,353	2,617	11,993	280,000	0,000	121808,992	121809,992	121814,153	121814,391	121814,671	121814,730	0,000	44288,992	44289,992	44294,153	44294,391	44294,671	44294,730	0,480	2,617	0,453	2,580	25,000	0,000	0,291	0,372	1,000	101,000	498,000	960,000	373,333
